author_name,book_title,author_average_rating,author_rating_count,author_review_count,book_average_rating,num_ratings,num_reviews,pages,genre_Childrens,genre_Classics,genre_Fantasy,genre_Fiction,genre_Historical,genre_History,genre_Horror,genre_Mystery,genre_New Adult,genre_Nonfiction,genre_Paranormal,genre_Romance,genre_Science Fiction,genre_Sequential Art,genre_Young Adult,author_gender_female,author_gender_male,starrating
"Rita Mae Brown
","
      Rubyfruit Jungle
",3.84,119765,7165,3.9,28502,1014,246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,****
"James Baldwin
","
      Another Country
",4.26,170857,12774,4.29,11708,1047,448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,****
"Christopher  Rice
","
      A Density of Souls
",3.79,38978,3935,3.9,7990,480,274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,****
"Marguerite Yourcenar
","
      Memoirs of Hadrian
",4.11,27227,2089,4.25,14787,1166,347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,****
"Perry Moore
","
      Hero
",4.06,23714,1560,3.87,16334,1494,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,****
"Alan Hollinghurst
","
      The Swimming-Pool Library
",3.63,44163,3737,3.78,7390,381,352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,****
"Scott Heim
","
      Mysterious Skin
",4.02,9140,575,4.09,7829,419,292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*****
"Maria McCann
","
      As Meat Loves Salt
",3.79,5205,767,3.89,4181,581,565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*****
"Evelyn Waugh
","
      Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder
",3.93,173070,9732,4.0,84721,3912,351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*****
"Christopher Isherwood
","
      A Single Man
",4.02,50942,3764,4.1,20149,1532,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*****
"J.L. Paul
","
      Vicious Circles
",3.81,19394,638,4.03,2988,89,161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,**
"Angela Richardson
","
      Pieces of Lies
",3.93,3890,528,3.8,2084,249,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,**
"Jennifer Foor
","
      Letting Go
",4.23,96924,6684,4.08,13169,568,336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"April Lindner
","
      Jane
",3.6,11877,2361,3.59,8516,1698,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,***
"Kirsty Eagar
","
      Raw Blue
",3.73,6965,1059,3.71,3528,377,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"W.P. Kinsella
","
      Shoeless Joe
",3.94,18089,1295,3.97,11998,790,272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Daniel       Mason
","
      The Piano Tuner
",3.62,12882,1903,3.56,10049,1310,312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Timothy Findley
","
      Not Wanted On The Voyage
",3.86,29096,1363,3.99,6080,286,352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Nina Kiriki Hoffman
","
      The Thread That Binds the Bones
",3.86,53068,3965,4.04,1046,87,311,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Flann O'Brien
","
      The Third Policeman
",3.97,30472,2733,4.02,14065,1487,200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Iris Murdoch
","
      The Bell
",3.82,60043,4502,3.88,5284,421,296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Sharyn McCrumb
","
      She Walks These Hills
",3.94,79151,5338,4.08,3745,234,448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,*
"Roddy Doyle
","
      The Barrytown Trilogy: The Commitments / The Snapper / The Van
",3.79,100265,7547,4.28,2772,151,633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Mario Vargas Llosa
","
      In Praise of the Stepmother
",3.96,155998,12414,3.43,5776,674,160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Alan Garner
","
      The Owl Service
",3.86,20020,1740,3.73,4900,409,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Boris Pasternak
","
      Doctor Zhivago
",4.03,74589,2784,4.03,71366,2561,592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Joshua Mohr
","
      Some Things That Meant the World to Me
",3.86,2767,561,3.86,765,126,208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Booth Tarkington
","
      The Magnificent Ambersons
",3.75,16178,1487,3.76,9030,753,288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"José Donoso
","
      The Obscene Bird of Night
",3.88,5524,490,4.14,1844,173,438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Ekaterina Sedia
","
      The Alchemy of Stone
",3.61,10022,1584,3.65,2197,328,301,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,*
"T. Rafael Cimino
","
      Mid Ocean
",3.84,696,87,3.99,188,27,422,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Obert Skye
","
      Leven Thumps and the Ruins of Alder
",3.91,83100,4683,4.09,8920,265,363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"David Small
","
      Stitches
",4.06,74767,9552,4.03,21246,2761,329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,*
"John Myers Myers
","
      Silverlock
",3.82,2039,240,3.93,1402,151,384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Ann-Marie MacDonald
","
      The Way the Crow Flies
",3.94,73878,4499,4.09,11819,1096,848,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Pete Hamill
","
      Forever
",3.84,31662,4042,3.93,10176,1416,613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Carol Plum-Ucci
","
      What Happened to Lani Garver
",3.88,11774,1211,4.04,3347,257,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,*
"Gin Phillips
","
      The Well and the Mine
",3.55,18216,3448,3.76,3167,609,251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Alistair MacLeod
","
      No Great Mischief
",4.07,12441,1006,4.02,9246,629,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Kurban Said
","
      Ali and Nino
",3.91,5241,641,3.92,4889,580,288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Paul Gallico
","
      Mrs. 'Arris Goes to Paris
",3.99,19540,1651,3.87,1791,242,157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Hillary Jordan
","
      When She Woke
",3.92,81603,9837,3.67,23884,4141,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Gil Adamson
","
      The Outlander
",3.68,8124,1372,3.7,7773,1317,387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,*
"Cornelia Otis Skinner
","
      Our Hearts Were Young and Gay: An Unforgettable Comic Chronicle of Innocents Abroad in the 1920s
",4.07,1824,253,4.1,1537,197,208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,*
"Nick Harkaway
","
      The Gone-Away World
",3.98,27628,4219,4.12,10488,1577,531,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,*
"Allison van Diepen
","
      Raven
",3.95,19136,2511,3.66,3647,312,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,***
"Dennis Sharpe
","
      Blood & Spirits
",4.14,623,172,3.99,145,49,310,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,*
"Elizabeth von Arnim
","
      The Enchanted April
",3.91,19051,2888,3.96,13174,1940,232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Fay Weldon
","
      The Life and Loves of a She Devil
",3.47,21130,2364,3.76,3887,289,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,**
"Saundra Mitchell
","
      Shadowed Summer
",3.77,22093,4155,3.53,1359,259,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,***
"Steve Toltz
","
      A Fraction of the Whole
",4.03,14623,2263,4.11,12965,1939,530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Steven Brust
","
      Freedom and Necessity
",4.08,134327,5006,3.81,1663,133,590,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Elizabeth Flock
","
      Me  Emma
",3.8,27476,2783,3.9,19987,1878,296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Anita Amirrezvani
","
      The Blood of Flowers
",3.93,16952,2182,3.96,14976,1766,368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,**
"Austin Tappan Wright
","
      Islandia
",4.31,524,106,4.33,510,103,1040,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Luther Blissett
","
      Q
",4.14,5774,434,4.15,5537,415,768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,**
"Ken Grimwood
","
      Replay
",4.14,25194,2974,4.16,24298,2896,311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Joan Lindsay
","
      Picnic at Hanging Rock
",3.71,11205,1202,3.72,10878,1150,189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Matthew Kneale
","
      English Passengers
",3.89,7805,872,4.05,5558,500,446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,****
"Rafael Sabatini
","
      Scaramouche
",4.08,28332,1864,4.07,6881,576,359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Charles Palliser
","
      The Quincunx
",3.82,9150,988,4.07,5607,532,787,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,*****
"John Perkins
","
      Confessions of an Economic Hit Man
",3.86,35420,3865,3.85,29308,3227,303,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,**
"Atul Gawande
","
      Complications: A Surgeon's Notes on an Imperfect Science
",4.3,186516,19178,4.26,32552,2237,270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,**
"David Starkey
","
      Elizabeth: The Struggle for the Throne
",4.07,24605,837,4.07,12473,272,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,**
"Booker T. Washington
","
      Up from Slavery
",4.11,26008,1397,4.1,20900,1044,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,**
"Norman Doidge
","
      The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science
",4.09,66792,6268,4.2,25636,1857,427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,***
"Helene Hanff
","
      84, Charing Cross Road
",4.17,43194,6500,4.19,34647,5068,97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,***
"Tracy Kidder
","
      Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World
",4.14,90878,7804,4.21,61873,4525,333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,***
"Christopher Hitchens
","
      God Is Not Great: How Religion Poisons Everything
",4.13,475406,16760,3.97,77683,4299,307,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,***
"Aldrin Mathew
","
      TIME TRAVEL EXPERIENCES: In a Sense, we all are Time Travelers! We are surviving each and every Active Time-Point in this Timeline.......
",4.91,35,29,4.91,35,29,202,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,***
"James McBride
","
      The Color of Water: A Black Man's Tribute to His White Mother
",4.02,123180,9117,4.08,92418,4689,291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,***
"Randy Pausch
","
      The Last Lecture
",4.26,273133,16045,4.26,272895,16030,206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,***
"Anne Fadiman
","
      The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures
",4.14,73056,6386,4.16,58284,4218,341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,****
"Greg Mortenson
","
      Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time
",3.65,334516,25553,3.64,307277,21965,349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,*****
"Ernesto Che Guevara
","
      The Motorcycle Diaries: Notes on a Latin American Journey
",3.79,35594,2032,3.79,26385,1499,175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,****
"Thor Heyerdahl
","
      Kon-Tiki
",4.1,20698,1193,4.11,17418,968,240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,*****
"Oswald Spengler
","
      The Decline of the West
",4.09,2172,165,4.05,1218,85,492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"Tacitus
","
      The Agricola and The Germania
",4.01,17003,543,3.99,4288,145,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"J.M. Stewart
","
      Risking It All
",3.78,2438,619,3.73,93,41,213,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"Nina G. Jones
","
      Gorgeous Rotten Scoundrel
",4.11,16602,2274,3.83,816,134,270,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,**
"James Sillwood
","
      Amatore's Restaurant
",4.45,229,85,4.28,87,40,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,**
"Cat Porter
","
      Lock & Key
",4.23,10033,1580,4.13,4495,552,384,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,***
"Kim Karr
","
      Frayed
",4.05,71662,9265,4.05,1810,215,304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,***
"Riley Mackenzie
","
      Beautifully Done
",4.08,6057,874,4.06,882,171,312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,***
"Shauna Allen
","
      Cupid's Last Stand
",4.4,3174,1038,4.84,55,38,315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Lisa N. Paul
","
      Breaking to Breathe
",4.01,5412,834,4.37,507,86,354,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,***
"Mary  Elizabeth
","
      Innocents
",4.04,9472,2083,4.0,3616,682,282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,****
"S.R. Watson
","
      Forbidden Attraction
",3.98,2442,521,3.82,807,107,233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,****
"Jay McLean
","
      More Than Forever
",4.23,125067,12567,4.48,14464,1357,348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,*****
"Daniel Yergin
","
      The Prize: The Epic Quest for Oil, Money, and Power
",4.29,11570,1030,4.41,7286,633,885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"David Howarth
","
      1066: The Year of the Conquest
",4.05,11917,992,4.04,3525,253,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"S.R. Grey
","
      Inevitable Detour
",3.88,9236,2087,3.7,873,141,318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,*****
"Orlando Figes
","
      A People's Tragedy: The Russian Revolution: 1891-1924
",4.15,12334,1206,4.3,2945,232,1024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"Cornelius Ryan
","
      The Longest Day
",4.27,39857,907,4.31,18107,476,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"David Hackett Fischer
","
      Washington's Crossing
",4.13,20342,1118,4.11,12494,379,564,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"Alexander Hamilton
","
      The Federalist Papers
",4.07,33335,823,4.06,31803,709,688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"Candice Millard
","
      Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President
",4.18,95489,10092,4.2,45011,5236,339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,***
"Anthony Everitt
","
      Cicero: The Life and Times of Rome's Greatest Politician
",3.97,12769,1068,3.97,4020,286,364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"Norman Davies
","
      Europe: A History
",4.07,11351,797,4.17,3647,180,1392,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"Barbara W. Tuchman
","
      The March of Folly: From Troy to Vietnam
",4.12,94216,4580,4.03,4754,355,447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"Joseph J. Ellis
","
      His Excellency: George Washington
",3.93,113846,5515,3.91,31869,1192,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,***
"Timothy Snyder
","
      Bloodlands: Europe Between Hitler and Stalin
",4.25,39267,5515,4.34,7943,801,524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Doris Kearns Goodwin
","
      No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II
",4.24,195606,11217,4.17,37317,1230,759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Ian Kershaw
","
      Hitler: 1889-1936 Hubris
",4.24,18584,1109,4.36,3482,152,912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Simon Schama
","
      A History of Britain: The Wars of the British 1603-1776
",3.95,33464,1504,4.07,1141,71,544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Mark Kurlansky
","
      Salt: A World History
",3.76,85493,7352,3.73,47630,3016,484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Ron Chernow
","
      Alexander Hamilton
",4.2,155475,10753,4.23,84707,6128,818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Greg King
","
      The Assassination of the Archduke: Sarajevo 1914 and the Romance that Changed the World
",3.98,4848,604,3.98,1106,205,432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Antony Beevor
","
      The Fall of Berlin 1945
",4.22,59175,3015,4.28,10889,404,490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Eugene B. Sledge
","
      With the Old Breed: At Peleliu and Okinawa
",4.41,25470,1469,4.42,24719,1423,326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Richard J. Evans
","
      The Coming of the Third Reich
",4.23,17734,1099,4.24,6254,394,622,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Tom Holland
","
      Rubicon: The Last Years of the Roman Republic
",4.06,30145,2455,4.17,12760,764,464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Stephen E. Ambrose
","
      Citizen Soldiers: The US Army from the Normandy Beaches to the Bulge to the Surrender of Germany
",4.24,234135,8900,4.2,18197,412,528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Nathaniel Philbrick
","
      In the Heart of the Sea: The Tragedy of the Whaleship Essex
",4.04,147890,12362,4.15,71269,5173,302,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,****
"Vincent Bugliosi
","
      The Prosecution of George W. Bush for Murder
",4.01,124492,4317,3.84,790,144,352,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,****
"Hampton Sides
","
      Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission
",4.2,64291,5536,4.19,27423,1274,344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"John Farman
","
      The Very Bloody History of Britain (Without the Boring Bits!)
",3.7,736,70,3.83,349,29,160,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"S.C. Gwynne
","
      Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History
",4.17,30680,3348,4.14,26456,2784,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Suetonius
","
      The Twelve Caesars
",4.04,16092,633,4.05,14205,507,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"James W. Loewen
","
      Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong
",3.97,49977,2852,3.96,46068,2483,383,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Tim Weiner
","
      Legacy of Ashes: The History of the CIA
",3.92,13422,1531,3.9,9159,921,702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Antonia Fraser
","
      Marie Antoinette: The Journey
",3.95,73668,3196,3.92,28108,1120,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,****
"Timothy Egan
","
      The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl
",4.06,64159,7920,4.04,40341,4454,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Jack Weatherford
","
      Genghis Khan and the Making of the Modern World
",4.01,41720,2909,4.02,35649,2149,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"David Fromkin
","
      A Peace to End All Peace: The Fall Of The Ottoman Empire And The Creation Of The Modern Middle East
",4.09,7218,645,4.18,5592,481,635,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Iris Chang
","
      The Rape of Nanking
",4.11,21611,1713,4.11,20710,1618,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,****
"Christopher   Clark
","
      The Sleepwalkers: How Europe Went to War in 1914
",4.17,9622,977,4.19,6554,738,682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Thomas J. DiLorenzo
","
      The Real Lincoln: A New Look at Abraham Lincoln, His Agenda, and an Unnecessary War
",4.14,3462,368,4.14,1511,178,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,****
"Margaret MacMillan
","
      Paris 1919: Six Months that Changed the World
",4.05,16894,1630,4.08,9512,652,570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,****
"Thucydides
","
      History of the Peloponnesian War
",3.89,27916,728,3.88,26618,675,648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"Charles C. Mann
","
      1491: New Revelations of the Americas Before Columbus
",4.04,69695,4941,4.02,52345,3209,541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"Eamon Duffy
","
      The Stripping of the Altars: Traditional Religion in England, 1400-1580
",4.0,2003,189,4.24,828,55,700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"John Newsinger
","
      The Blood Never Dried: A People's History of the British Empire
",4.24,418,36,4.44,305,22,286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"Herodotus
","
      The Histories
",3.98,38989,1185,3.98,36044,999,716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"Erik Larson
","
      The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America
",3.96,723446,59650,3.99,424567,29037,447,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,*****
"James M. McPherson
","
      Battle Cry of Freedom
",4.2,44371,2721,4.34,23522,1057,867,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"Dee Brown
","
      Bury My Heart at Wounded Knee: An Indian History of the American West
",4.21,54073,3133,4.22,50825,2800,509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,*****
"Lynn Austin
","
      Fire by Night
",4.29,102745,9854,4.4,6477,455,429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Julie Klassen
","
      Lady of Milkweed Manor
",3.93,97659,11414,3.88,7440,785,411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Charles Martin
","
      When Crickets Cry
",4.21,98239,12313,4.25,14239,1982,352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Randy Alcorn
","
      Safely Home
",4.29,62304,4447,4.43,8632,658,416,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Donita K. Paul
","
      DragonSpell
",4.07,36973,1736,3.89,11264,558,339,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Bodie Thoene
","
      Vienna Prelude
",4.33,90784,3980,4.3,8005,535,461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Jan Karon
","
      At Home in Mitford
",4.21,234434,14604,4.11,53938,3186,413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Shelly Goodman Wright
","
      A Light into the Darkness
",4.07,202,62,4.14,140,51,380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,****
"Catherine Marshall
","
      Christy
",4.21,62517,2184,4.22,46455,1588,512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Adriana Trigiani
","
      Big Stone Gap
",3.86,244078,23779,3.85,39847,2841,320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Eudora Welty
","
      The Optimist's Daughter
",3.87,41976,3770,3.49,8967,1025,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Alexandra Ripley
","
      Scarlett
",3.49,53419,2656,3.44,44431,2286,896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Sheri Reynolds
","
      The Rapture of Canaan
",3.8,37032,1410,3.81,31965,801,320,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Joshilyn Jackson
","
      Between, Georgia
",3.83,106949,13101,3.87,12985,1200,295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Erskine Caldwell
","
      Tobacco Road
",3.72,17132,1212,3.73,12708,677,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Kaye Gibbons
","
      Charms for the Easy Life
",3.76,70528,3717,4.02,11525,814,272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Dorothy Love
","
      The Bracelet
",3.84,4754,1018,3.39,477,105,336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,***
"Lee Smith
","
      Fair and Tender Ladies
",3.8,38922,4060,4.16,6453,621,316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"James Dickey
","
      Deliverance
",3.86,31781,1642,3.87,27812,1172,288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Walker Percy
","
      The Moviegoer
",3.87,232749,14883,3.69,22215,1747,242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Ernest J. Gaines
","
      A Lesson Before Dying
",3.99,64470,3857,3.94,45935,2863,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,***
"Flannery O'Connor
","
      The Violent Bear It Away
",4.18,146439,9685,4.13,8873,699,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,***
"Billy Coffey
","
      The Curse of Crow Hollow
",3.71,3997,1028,3.57,598,145,416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,****
"John Jakes
","
      North and South
",4.11,153675,3708,4.2,52829,773,812,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,****
